drug_index,canonical_smiles,mcf7_sig_id,mcf7_pert_dose,mcf7_max_dose_averaged_sig_id,view_tx_mcf7,npc_sig_id,npc_pert_dose,npc_max_dose_averaged_sig_id,view_tx_npc,hela_sig_id,hela_pert_dose,hela_max_dose_averaged_sig_id,view_tx_hela,hec108_sig_id,hec108_pert_dose,hec108_max_dose_averaged_sig_id,view_tx_hec108,thp1_sig_id,thp1_pert_dose,thp1_max_dose_averaged_sig_id,view_tx_thp1,ha1e_sig_id,ha1e_pert_dose,ha1e_max_dose_averaged_sig_id,view_tx_ha1e,ht29_sig_id,ht29_pert_dose,ht29_max_dose_averaged_sig_id,view_tx_ht29,hepg2_sig_id,hepg2_pert_dose,hepg2_max_dose_averaged_sig_id,view_tx_hepg2,a549_sig_id,a549_pert_dose,a549_max_dose_averaged_sig_id,view_tx_a549,hcc515_sig_id,hcc515_pert_dose,hcc515_max_dose_averaged_sig_id,view_tx_hcc515,yapc_sig_id,yapc_pert_dose,yapc_max_dose_averaged_sig_id,view_tx_yapc,pc3_sig_id,pc3_pert_dose,pc3_max_dose_averaged_sig_id,view_tx_pc3,vcap_sig_id,vcap_pert_dose,vcap_max_dose_averaged_sig_id,view_tx_vcap,a375_sig_id,a375_pert_dose,a375_max_dose_averaged_sig_id,view_tx_a375,asc_sig_id,asc_pert_dose,asc_max_dose_averaged_sig_id,view_tx_asc,huvec_sig_id,huvec_pert_dose,huvec_max_dose_averaged_sig_id,view_tx_huvec,pert_id,cmap_name,inchi_key,cv_dose,cv_moa,cv_sig_id,cv_target,disease.area,indication,phase,view_cv,node_id,node_name,primekg_ddi,view_kg,tx_target,tx_moa,drugbank_ddi,twosides_ddi,onsides_ddi
16,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,"['CPC010_MCF7_24H:BRD-A55962179-001-15-5:10', 'CPC015_MCF7_24H:BRD-A55962179-001-08-0:10', 'CPD002_MCF7_24H:BRD-A55962179-001-13-0:10', 'DPK.CP002_MCF7_24H:BRD-A55962179:10', 'REP.A014_MCF7_24H:B07']",10.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_MCF7_10.0,1,,,,0,['REP.A014_HELA_24H:B07'],10.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_HELA_10.0,1,,,,0,['REP.A014_THP1_24H:B11'],0.123457,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_THP1_0.123457,1,"['CPC003_HA1E_24H:BRD-A55962179-001-08-0:10', 'REP.A014_HA1E_24H:B07']",10.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_HA1E_10.0,1,['REP.A014_HT29_24H:B07'],10.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_HT29_10.0,1,,,,0,['REP.A014_A549_24H:B07'],10.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_A549_10.0,1,['CPC003_HCC515_24H:BRD-A55962179-001-08-0:10'],10.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_HCC515_10.0,1,['REP.A014_YAPC_24H:B07'],10.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_YAPC_10.0,1,"['CPC003_PC3_24H:BRD-A55962179-001-08-0:10', 'CPC010_PC3_24H:BRD-A55962179-001-15-5:10', 'CPD002_PC3_24H:BRD-A55962179-001-13-0:10', 'REP.A014_PC3_24H:B07']",10.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_PC3_10.0,1,['CPC003_VCAP_24H:BRD-A55962179-001-08-0:10'],10.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_VCAP_10.0,1,['REP.A014_A375_24H:B07'],10.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_A375_10.0,1,,,,0,['REP.A014_HUVEC.A_24H:B07'],10.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1_HUVEC_10.0,1,{'BRD-A55962179'},{'omeprazole'},{'SUBDBMMJDZJVOS-UHFFFAOYSA-N'},2.5,ATPase inhibitor,BRD-A55962179-001-22-1::2.5::HTS,"ATP4A, CLCN2",gastroenterology,heartburn,Launched,1,DB00338,Omeprazole,1,1,{'ATP4A'},{'ATPase inhibitor'},1,1,1
17,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,"['CPC017_MCF7_24H:BRD-A44008656-036-15-9:10', 'CPD001_MCF7_24H:BRD-A44008656-036-19-1:10']",10.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,['CPC004_HA1E_24H:BRD-A44008656-036-15-9:10'],10.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1_HA1E_10.0,1,,,,0,['CRCGN007_HEPG2_24H:BRD-A44008656:20'],20.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1_HEPG2_20.0,1,['CRCGN007_A549_24H:BRD-A44008656:20'],20.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1_A549_20.0,1,['CPC004_HCC515_24H:BRD-A44008656-036-15-9:10'],10.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1_HCC515_10.0,1,,,,0,"['CPC004_PC3_24H:BRD-A44008656-036-15-9:10', 'CPC011_PC3_24H:BRD-A44008656-036-21-7:10', 'CPD001_PC3_24H:BRD-A44008656-036-19-1:10']",10.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1_PC3_10.0,1,"['CPC004_VCAP_24H:I01', 'CPC011_VCAP_24H:BRD-A44008656-036-21-7:10']",10.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1_VCAP_10.0,1,,,,0,['CPC017_ASC_24H:BRD-A44008656-036-15-9:10'],10.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1_ASC_10.0,1,,,,0,{'BRD-A44008656'},{'doxylamine'},{'HCFDWZZGGLSKEP-UHFFFAOYSA-N'},2.5,histamine receptor antagonist,BRD-A44008656-036-25-8::2.5::HTS,"CHRM1, HRH1",neurology/psychiatry,sedative,Launched,1,DB00366,Doxylamine,1,1,{'HRH1'},{'Histamine receptor antagonist'},1,1,1
18,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,"['CPC011_MCF7_24H:BRD-K35189033-001-21-2:10', 'CPC016_MCF7_24H:BRD-K35189033-001-03-0:10', 'LKCP001_MCF7_24H:M01', 'REP.A023_MCF7_24H:G01']",10.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC_MCF7_10.0,1,,,,0,['REP.A023_HELA_24H:G01'],10.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC_HELA_10.0,1,,,,0,,,,0,"['CPC003_HA1E_24H:BRD-K35189033-001-03-0:10', 'REP.A023_HA1E_24H:G01']",10.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC_HA1E_10.0,1,['REP.A023_HT29_24H:G01'],10.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC_HT29_10.0,1,,,,0,"['CPC011_A549_24H:BRD-K35189033-001-21-2:10', 'DPK.CP001_A549_24H:BRD-K35189033:10', 'LKCP001_A549_24H:M01', 'REP.A023_A549_24H:G01']",10.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC_A549_10.0,1,['CPC003_HCC515_24H:BRD-K35189033-001-03-0:10'],10.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC_HCC515_10.0,1,['REP.A023_YAPC_24H:G01'],10.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC_YAPC_10.0,1,"['CPC003_PC3_24H:BRD-K35189033-001-03-0:10', 'CPC011_PC3_24H:BRD-K35189033-001-21-2:10', 'REP.A023_PC3_24H:G01']",10.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC_PC3_10.0,1,['CPC011_VCAP_24H:BRD-K35189033-001-21-2:10'],10.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC_VCAP_10.0,1,['REP.A023_A375_24H:G01'],10.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC_A375_10.0,1,,,,0,['REP.B023_HUVEC.A_24H:G06'],0.00949668,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC_HUVEC_0.00949668,1,"{'BRD-K35189033', 'BRD-K90543092'}",{'levonorgestrel'},"{'WWYNJERNGUHSAO-ZWMUSQMVSA-N', 'WWYNJERNGUHSAO-XUDSTZEESA-N'}",2.5,"estrogen receptor agonist, glucocorticoid receptor antagonist, progesterone receptor agonist, progesterone receptor antagonist",BRD-K35189033-001-26-1::2.5::HTS,"AR, ESR1, PGR, SRD5A1",endocrinology,contraceptive,Launched,1,DB00367,Levonorgestrel,1,1,{'PGR'},"{'Glucocorticoid receptor antagonist', 'Progesterone receptor agonist', 'Progesterone receptor antagonist', 'Estrogen receptor agonist'}",1,1,1
19,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1,['PBIOA018_MCF7_24H:O13'],10.0,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1_MCF7_10.0,1,,,,0,['REP.A001_HELA_24H:O13'],10.0,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1_HELA_10.0,1,,,,0,,,,0,"['PBIOA018_HA1E_24H:O13', 'REP.A001_HA1E_24H:O13']",10.0,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1_HA1E_10.0,1,['PBIOA018_HT29_24H:O13'],10.0,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1_HT29_10.0,1,['PBIOA018_HEPG2_24H:O13'],10.0,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1_HEPG2_10.0,1,['PBIOA018_A549_24H:O13'],10.0,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1_A549_10.0,1,['PBIOA018_HCC515_24H:O13'],10.0,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1_HCC515_10.0,1,,,,0,"['PBIOA018_PC3_24H:O13', 'REP.A001_PC3_24H:O13']",10.0,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1_PC3_10.0,1,"['CPC003_VCAP_24H:BRD-K08806317-050-03-6:10', 'CPC020_VCAP_24H:BRD-K08806317-001-02-1:10']",10.0,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1_VCAP_10.0,1,"['PBIOA018_A375_24H:O13', 'REP.A001_A375_24H:O13']",10.0,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1_A375_10.0,1,['CPC018_ASC_24H:BRD-K08806317-050-03-6:10'],10.0,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1_ASC_10.0,1,,,,0,"{'BRD-K08806317', 'BRD-K30421593'}",{'timolol'},"{'BLJRIMJGRPQVNF-JTQLQIEISA-N', 'BLJRIMJGRPQVNF-SNVBAGLBSA-N'}",2.5,adrenergic receptor antagonist,BRD-K30421593-050-04-9::2.5::HTS,"ADRB1, ADRB2",ophthalmology,"ocular hypertension, glaucoma",Launched,1,DB00373,Timolol,1,1,"{'ADRB2', 'ADRB1'}",{'Adrenergic receptor antagonist'},1,1,1
20,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,"['ASG002_MCF7_24H:M01', 'ASG003_MCF7_24H:G04', 'CPC015_MCF7_24H:BRD-A22032524-074-04-0:10', 'CPD002_MCF7_24H:BRD-A22032524-001-01-9:10']",10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_MCF7_10.0,1,,,,0,['REP.A004_HELA_24H:H07'],10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_HELA_10.0,1,['ASG002_HEC108_24H:M01'],10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_HEC108_10.0,1,,,,0,"['CPC004_HA1E_24H:BRD-A22032524-074-04-0:10', 'REP.A004_HA1E_24H:H07']",10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_HA1E_10.0,1,['ASG002_HT29_24H:M01'],10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_HT29_10.0,1,,,,0,"['ASG002_A549_24H:M01', 'ASG003_A549_24H:G04', 'CPC011_A549_24H:BRD-A64297288-001-07-0:10']",10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_A549_10.0,1,['CPC004_HCC515_24H:BRD-A22032524-074-04-0:10'],10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_HCC515_10.0,1,['ASG002_YAPC_24H:M01'],10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_YAPC_10.0,1,"['ASG002_PC3_24H:M01', 'CPC004_PC3_24H:BRD-A22032524-074-04-0:10', 'CPC011_PC3_24H:BRD-A64297288-001-07-0:10', 'CPD002_PC3_24H:BRD-A22032524-001-01-9:10', 'REP.A004_PC3_24H:H07']",10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_PC3_10.0,1,['CPC011_VCAP_24H:BRD-A64297288-001-07-0:10'],10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_VCAP_10.0,1,"['ASG002_A375_24H:M01', 'REP.A004_A375_24H:H07']",10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_A375_10.0,1,['CPC015_ASC_24H:BRD-A22032524-074-04-0:10'],10.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl_ASC_10.0,1,,,,0,"{'BRD-A64297288', 'BRD-A22032524'}",{'amlodipine'},{'HTIQEAQVCYTUBX-UHFFFAOYSA-N'},2.5,calcium channel blocker,BRD-A22032524-074-06-5::2.5::HTS,"CA1, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNA2D1, CACNA2D3, CACNB1, CACNB2, SMPD1",cardiology,"hypertension, chronic stable angina, vasospastic angina, coronary artery disease (CAD)",Launched,1,DB00381,Amlodipine,1,1,"{'CACNA1D', 'CACNA2D1', 'CACNA1C', 'CACNA1S'}",{'Calcium channel blocker'},1,1,1
21,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,"['CPC015_MCF7_24H:BRD-K92049597-001-10-9:10', 'CPC020_MCF7_24H:BRD-K92049597-001-16-6:10', 'CPD001_MCF7_24H:BRD-K92049597-001-14-1:10']",10.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1_MCF7_10.0,1,,,,0,['REP.A026_HELA_24H:K20'],3.33333,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1_HELA_3.33333,1,,,,0,,,,0,['CPC003_HA1E_24H:BRD-K92049597-001-10-9:10'],10.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1_HA1E_10.0,1,['REP.A026_HT29_24H:K19'],10.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1_HT29_10.0,1,,,,0,['CPC015_A549_24H:BRD-K92049597-001-10-9:10'],10.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1_A549_10.0,1,['CPC003_HCC515_24H:BRD-K92049597-001-10-9:10'],10.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1_HCC515_10.0,1,['REP.B026_YAPC_24H:K19'],2.30769,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1_YAPC_2.30769,1,"['CPC003_PC3_24H:BRD-K92049597-001-10-9:10', 'CPC020_PC3_24H:BRD-K92049597-001-16-6:10', 'CPD001_PC3_24H:BRD-K92049597-001-14-1:10']",10.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1_PC3_10.0,1,"['CPC003_VCAP_24H:BRD-K92049597-001-10-9:10', 'CPC020_VCAP_24H:BRD-K92049597-001-16-6:10']",10.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1_VCAP_10.0,1,"['BRAF001_A375_24H:BRD-K92049597-001-14-1:10', 'REP.A026_A375_24H:K19']",10.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1_A375_10.0,1,,,,0,['REP.A026_HUVEC.A_24H:K20'],3.33333,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1_HUVEC_3.33333,1,{'BRD-K92049597'},{'triamterene'},{'FNYLWPVRPXGIIP-UHFFFAOYSA-N'},2.5,sodium channel blocker,BRD-K92049597-001-20-8::2.5::HTS,"SCNN1A, SCNN1B, SCNN1D, SCNN1G","endocrinology, cardiology","hypokalemia, hypertension, edema",Launched,1,DB00384,Triamterene,1,1,"{'SCNN1G', 'SCNN1B', 'SCNN1A'}",{'Sodium channel blocker'},1,1,1
22,CNC[C@H](O)c1cccc(O)c1,['REP.A025_MCF7_24H:O19'],10.0,CNC[C@H](O)c1cccc(O)c1_MCF7_10.0,1,,,,0,['REP.A025_HELA_24H:O19'],10.0,CNC[C@H](O)c1cccc(O)c1_HELA_10.0,1,,,,0,['REP.A025_THP1_24H:O19'],10.0,CNC[C@H](O)c1cccc(O)c1_THP1_10.0,1,['REP.A025_HA1E_24H:O19'],10.0,CNC[C@H](O)c1cccc(O)c1_HA1E_10.0,1,['REP.A025_HT29_24H:O19'],10.0,CNC[C@H](O)c1cccc(O)c1_HT29_10.0,1,['CRCGN014_HEPG2_24H:BRD-K73381542:40.8'],40.8,CNC[C@H](O)c1cccc(O)c1_HEPG2_40.8,1,['CRCGN006_A549_24H:BRD-K73381542:20'],20.0,CNC[C@H](O)c1cccc(O)c1_A549_20.0,1,,,,0,['REP.A025_YAPC_24H:O19'],10.0,CNC[C@H](O)c1cccc(O)c1_YAPC_10.0,1,['REP.A025_PC3_24H:O19'],10.0,CNC[C@H](O)c1cccc(O)c1_PC3_10.0,1,,,,0,['REP.A025_A375_24H:O19'],10.0,CNC[C@H](O)c1cccc(O)c1_A375_10.0,1,,,,0,,,,0,{'BRD-K73381542'},{'phenylephrine'},{'SONNWYBIRXJNDC-VIFPVBQESA-N'},2.5,adrenergic receptor agonist,BRD-K73381542-003-23-4::2.5::HTS,"ADRA1A, ADRA1B, ADRA1D","otolaryngology, gastroenterology, cardiology","nasal congestion, hemorrhoids, hypotension",Launched,1,DB00388,Phenylephrine,1,1,"{'ADRA1A', 'ADRA1B'}",{'Adrenergic receptor agonist'},1,1,1
23,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,['CPD001_MCF7_24H:BRD-K68432770-341-04-9:10'],10.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,"['CRCGN004_HA1E_24H:BRD-A16754160-341-01-5:19.9', 'CRCGN004_HA1E_24H:BRD-A16754160-341-01-5:19.9UM']",19.9,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O_HA1E_19.9,1,,,,0,['CRCGN006_HEPG2_24H:BRD-K68432770:20'],20.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O_HEPG2_20.0,1,['CRCGN006_A549_24H:BRD-K68432770:20'],20.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O_A549_20.0,1,,,,0,,,,0,['CPD001_PC3_24H:BRD-K68432770-341-04-9:10'],10.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O_PC3_10.0,1,['CPC020_VCAP_24H:BRD-A16754160-236-03-3:10'],10.0,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O_VCAP_10.0,1,,,,0,,,,0,,,,0,"{'BRD-A16754160', 'BRD-K68432770'}",{'ampicillin'},"{'AVKUERGKIZMTKX-UHFFFAOYSA-N', 'AVKUERGKIZMTKX-NJBDSQKTSA-N'}",2.500029469,bacterial cell wall synthesis inhibitor,BRD-K68432770-236-23-1::2.500029469::MTS004,,infectious disease,"respiratory tract infections, meningitis, bacterial septicemia, endocarditis, urinary tract infections, gastrointestinal infections",Launched,1,DB00415,Ampicillin,1,1,,,1,1,1
24,[N]=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,0,DB00435,Nitric Oxide,1,1,,,1,1,1
25,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,['CPD001_MCF7_24H:BRD-K07208025-001-22-2:10'],10.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC_MCF7_10.0,1,,,,0,['REP.B011_HELA_24H:M01'],2.30769,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC_HELA_2.30769,1,,,,0,['REP.A011_THP1_24H:M01'],10.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC_THP1_10.0,1,['REP.A011_HA1E_24H:M02'],3.33333,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC_HA1E_3.33333,1,['REP.B011_HT29_24H:M01'],2.30769,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC_HT29_2.30769,1,,,,0,,,,0,,,,0,,,,0,['CPD001_PC3_24H:BRD-K07208025-001-22-2:10'],10.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC_PC3_10.0,1,,,,0,['REP.B011_A375_24H:M01'],2.30769,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC_A375_2.30769,1,,,,0,,,,0,{'BRD-K07208025'},{'trimethoprim'},{'IEDVJHCEMCRBQM-UHFFFAOYSA-N'},2.5,dihydrofolate reductase inhibitor,BRD-K07208025-001-29-7::2.5::HTS,"DHFR, TYMS","infectious disease, gastroenterology","urinary tract infections, ear infections, diarrhea",Launched,1,DB00440,Trimethoprim,1,1,,,1,1,1
26,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,['CPC015_MCF7_24H:BRD-A02180903-001-03-7:10'],10.0,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO_MCF7_10.0,1,['CPC018_NPC_24H:BRD-K39188321-001-03-9:10'],10.0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO_NPC_10.0,1,,,,0,,,,0,,,,0,['CPC004_HA1E_24H:BRD-A02180903-001-03-7:10'],10.0,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO_HA1E_10.0,1,,,,0,,,,0,,,,0,['CPC004_HCC515_24H:BRD-A02180903-001-03-7:10'],10.0,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO_HCC515_10.0,1,,,,0,['CPC004_PC3_24H:BRD-A02180903-001-03-7:10'],10.0,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO_PC3_10.0,1,['CPC004_VCAP_24H:D21'],10.0,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO_VCAP_10.0,1,,,,0,['CPC015_ASC_24H:BRD-A02180903-001-03-7:10'],10.0,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO_ASC_10.0,1,,,,0,"{'BRD-K39188321', 'BRD-A02180903'}",{'betamethasone'},"{'UREBDLICKHMUKA-REKGUKDCSA-N', 'UREBDLICKHMUKA-DVTGEIKXSA-N'}",2.5,glucocorticoid receptor agonist,BRD-A02180903-001-04-5::2.5::HTS,NR3C1,dermatology,corticosteroid-responsive dermatoses,Launched,1,DB00443,Betamethasone,1,1,{'NR3C1'},{'Glucocorticoid receptor agonist'},1,1,1
